ID,name,age,gender,state,season,place,days_survived,votes_against,place_percent,time_playing,total_times_played,players_in_season,season_number,is_censored,ChW,ChA,ChW%,VFB,VAP,TotV,TCA,TC%,wTCR,JVF,TotJ,JV%,SurvSc,SurvAv,Alliance_Score,prev_ids,new_id,seasons_played,FTC
0708,Rupert Boneham,39.0,Male,IN,Pearl Islands,8.0,27.0,7.0,0.5625,1.0,4,16.0,7.0,0,3.34,6.44,0.52,5.0,7.0,45.0,6.0,0.81,2.12,,,,1.33,5.47,0.6666666666666666,,,,0
0709,Ryan Opray,30.0,Male,CA,Pearl Islands,9.0,24.0,8.0,0.5,1.0,1,16.0,7.0,0,1.0,4.94,0.2,3.0,8.0,40.0,5.0,0.56,1.4,,,,0.76,2.4,0.65,,,,0
0710,Andrew Savage,39.0,Male,IL,Pearl Islands,10.0,21.0,6.0,0.4375,1.0,2,16.0,7.0,0,0.8,2.74,0.29,3.0,6.0,31.0,4.0,0.7,2.1,,,,0.99,2.9,0.75,,,,0
0711,Osten Taylor,27.0,Male,MA,Pearl Islands,11.0,19.0,2.0,0.375,1.0,1,16.0,7.0,1,0.8,1.74,0.46,3.0,,,,0.68,1.91,,,,1.14,2.71,-1.0,,,,0
0712,Shawn Cohen,28.0,Male,CA,Pearl Islands,12.0,19.0,5.0,0.3125,1.0,1,16.0,7.0,0,0.94,1.74,0.54,3.0,5.0,25.0,4.0,0.7,2.33,,,,1.24,3.28,0.6666666666666666,,,,0
0713,Trish Dunn,42.0,Female,MD,Pearl Islands,13.0,18.0,4.0,0.25,1.0,1,16.0,7.0,0,1.18,1.74,0.68,2.0,4.0,20.0,3.0,0.6,2.33,,,,1.28,3.51,-1.0,,,,0
0714,Michelle Tesauro,22.0,Female,DC,Pearl Islands,14.0,15.0,6.0,0.1875,1.0,1,16.0,7.0,0,0.78,1.34,0.58,0.0,6.0,14.0,2.0,-0.21,0.0,,,,0.36,0.78,-1.0,,,,0
0715,Ryan Shoulders,23.0,Male,TN,Pearl Islands,15.0,6.0,6.0,0.125,1.0,1,16.0,7.0,0,0.2,0.61,0.33,1.0,6.0,15.0,2.0,0.3,1.4,,,,0.63,1.6,-1.0,,,,0
0716,Nicole Delma,24.0,Female,CA,Pearl Islands,16.0,3.0,7.0,0.0625,1.0,1,16.0,7.0,0,0.2,0.33,0.62,0.0,7.0,8.0,1.0,-0.88,0.0,,,,-0.26,0.2,-1.0,,,,0
0801,Amber Brkich,25.0,Female,PA,All-Stars,1.0,39.0,6.0,1.0,2.0,2,18.0,8.0,1,2.87,12.81,0.22,9.0,6.0,53.0,9.0,0.99,2.8,4.0,7.0,0.57,1.78,9.1,0.6357142857142858,,,,1
0802,Rob Mariano,27.0,Male,MA,All-Stars,2.0,39.0,1.0,0.9444444444444444,2.0,4,18.0,8.0,1,,,,,,,,,,,,,,,0.6190476190476191,,,,0
0803,Jenna Lewis,26.0,Female,CA,All-Stars,3.0,38.0,4.0,0.8888888888888888,2.0,2,18.0,8.0,0,1.48,12.89,0.12,8.0,4.0,53.0,9.0,0.88,3.11,,,,1.0,4.6,0.6783333333333335,,,,0
0804,Rupert Boneham,39.0,Male,IN,All-Stars,4.0,37.0,4.0,0.8333333333333334,2.0,4,18.0,8.0,0,2.48,11.89,0.21,6.0,4.0,50.0,8.0,0.74,2.63,,,,0.95,5.11,0.6116666666666666,,,,0
0805,Tom Buchanan,48.0,Male,VA,All-Stars,5.0,36.0,4.0,0.7777777777777778,2.0,2,18.0,8.0,0,3.24,10.81,0.3,5.0,4.0,41.0,6.0,0.82,2.92,,,,1.12,6.16,0.5333333333333333,,,,0
0806,Shii Ann Huang,29.0,Female,NY,All-Stars,6.0,33.0,5.0,0.7222222222222222,2.0,2,18.0,8.0,0,1.58,8.81,0.18,6.0,5.0,52.0,8.0,0.74,2.33,,,,0.92,3.92,0.61875,,,,0
0807,Alicia Calaway,35.0,Female,NY,All-Stars,7.0,30.0,7.0,0.6666666666666667,2.0,2,18.0,8.0,0,1.67,6.81,0.24,3.0,7.0,30.0,4.0,0.69,1.91,,,,0.94,3.58,0.5,,,,0
0808,Kathy Vavrick-O'Brien,49.0,Female,VT,All-Stars,8.0,28.0,6.0,0.6111111111111112,2.0,2,18.0,8.0,0,1.81,4.81,0.38,3.0,6.0,34.0,5.0,0.56,1.68,,,,0.94,3.49,0.9,,,,0
0809,Lex van den Berghe,40.0,Male,CA,All-Stars,9.0,27.0,7.0,0.5555555555555556,2.0,2,18.0,8.0,0,0.81,3.56,0.23,4.0,7.0,31.0,5.0,0.75,2.04,,,,0.98,2.84,0.85,,,,0
0810,Jerri Manthey,33.0,Female,CA,All-Stars,10.0,24.0,7.0,0.5,2.0,3,18.0,8.0,0,0.74,2.64,0.28,5.0,7.0,33.0,6.0,0.8,2.12,,,,1.08,2.86,0.6333333333333333,,,,0
0811,Ethan Zohn,30.0,Male,NY,All-Stars,11.0,21.0,6.0,0.4444444444444444,2.0,2,18.0,8.0,0,0.74,2.44,0.3,2.0,6.0,28.0,5.0,0.36,1.12,,,,0.66,1.86,0.4,,,,0
0812,Colby Donaldson,29.0,Male,TX,All-Stars,12.0,19.0,4.0,0.3888888888888888,2.0,3,18.0,8.0,0,0.81,1.96,0.41,1.0,4.0,12.0,2.0,0.33,1.75,,,,0.75,2.56,-1.0,,,,0
0813,Susan Hawk,42.0,Female,NV,All-Stars,13.0,17.0,0.0,0.33333333333333337,2.0,2,18.0,8.0,1,0.8,1.63,0.49,1.0,,,,0.23,1.27,,,,0.72,2.07,-1.0,,,,0
0814,Richard Hatch,42.0,Male,RI,All-Stars,14.0,15.0,6.0,0.2777777777777778,2.0,2,18.0,8.0,0,0.64,1.63,0.39,0.0,6.0,7.0,1.0,-0.86,0.0,,,,-0.46,0.64,-1.0,,,,0
0815,Rob Cesternino,25.0,Male,NY,All-Stars,15.0,12.0,5.0,0.2222222222222222,2.0,2,18.0,8.0,0,7.07,12.81,0.55,8.0,1.0,48.0,8.0,1.0,5.6,3.0,7.0,0.43,1.98,15.24,-1.0,,,,1
0815,Rob Cesternino,25.0,Male,NY,All-Stars,15.0,12.0,5.0,0.2222222222222222,2.0,2,18.0,8.0,0,0.78,1.23,0.64,0.0,5.0,6.0,1.0,-0.83,0.0,,,,-0.2,0.78,-1.0,,,,0
0816,Jenna Morasca,22.0,Female,PA,All-Stars,16.0,9.0,0.0,0.16666666666666666,2.0,2,18.0,8.0,1,0.27,0.73,0.36,0.0,0.0,0.0,0.0,-1.0,0.0,,,,-0.64,0.27,-1.0,,,,0
0817,Rudy Boesch,75.0,Male,VA,All-Stars,17.0,6.0,3.0,0.11111111111111116,2.0,2,18.0,8.0,0,0.2,0.57,0.35,1.0,3.0,11.0,2.0,0.36,2.0,,,,0.72,2.2,-1.0,,,,0
0818,Tina Wesson,42.0,Female,TN,All-Stars,18.0,3.0,4.0,0.05555555555555558,2.0,3,18.0,8.0,0,0.0,0.17,0.0,0.0,4.0,6.0,1.0,-0.67,0.0,,,,-0.67,0.0,-1.0,,,,0
0901,Chris Daugherty,33.0,Male,OH,Vanuatu,1.0,39.0,3.0,1.0,1.0,1,18.0,9.0,1,4.82,15.24,0.32,10.0,3.0,82.0,12.0,0.83,3.33,5.0,7.0,0.71,1.86,12.44,0.4432142857142858,,,,1
0902,Twila Tanner,41.0,Female,MO,Vanuatu,2.0,39.0,6.0,0.9444444444444444,1.0,1,18.0,9.0,1,2.34,14.24,0.16,11.0,6.0,75.0,11.0,0.99,2.8,2.0,7.0,0.29,1.44,6.86,0.6954365079365079,,,,1
0903,Scout Cloud Lee,59.0,Female,OK,Vanuatu,3.0,38.0,3.0,0.8888888888888888,1.0,1,18.0,9.0,0,0.8,14.24,0.06,10.0,3.0,82.0,12.0,0.83,3.33,,,,0.89,4.13,0.6989022881880025,,,,0
0904,Eliza Orlins,21.0,Female,NY,Vanuatu,4.0,37.0,9.0,0.8333333333333334,1.0,2,18.0,9.0,0,4.17,13.24,0.32,8.0,9.0,78.0,11.0,0.72,1.57,,,,1.01,5.74,0.5747526283240568,,,,0
0905,Julie Berry,23.0,Female,ME,Vanuatu,5.0,36.0,4.0,0.7777777777777778,1.0,1,18.0,9.0,0,2.34,12.24,0.19,4.0,4.0,68.0,9.0,0.44,1.56,,,,0.63,3.9,0.4761904761904762,,,,0
0906,Ami Cusack,31.0,Female,CO,Vanuatu,6.0,33.0,8.0,0.7222222222222222,1.0,2,18.0,9.0,0,3.67,10.24,0.36,7.0,8.0,70.0,9.0,0.77,1.81,,,,1.12,5.49,0.6374149659863946,,,,0
0907,Leann Slaby,35.0,Female,WI,Vanuatu,7.0,30.0,8.0,0.6666666666666667,1.0,1,18.0,9.0,0,1.92,8.24,0.23,7.0,8.0,64.0,8.0,0.86,2.04,,,,1.09,3.96,0.6785714285714286,,,,0
0908,Chad Crittenden,34.0,Male,CA,Vanuatu,8.0,27.0,7.0,0.6111111111111112,1.0,1,18.0,9.0,0,1.32,7.24,0.18,4.0,7.0,57.0,7.0,0.55,1.45,,,,0.74,2.77,0.5178571428571428,,,,0
0909,Lea Masters,40.0,Male,SC,Vanuatu,9.0,24.0,7.0,0.5555555555555556,1.0,1,18.0,9.0,0,2.07,5.99,0.35,4.0,7.0,49.0,6.0,0.64,1.7,,,,0.99,3.77,0.5,,,,0
0910,Rory Freeman,35.0,Male,IA,Vanuatu,10.0,21.0,14.0,0.5,1.0,1,18.0,9.0,0,0.65,3.99,0.16,5.0,14.0,47.0,6.0,0.78,1.3,,,,0.95,1.95,0.6875,,,,0
0911,John Kenney,22.0,Male,CA,Vanuatu,11.0,18.0,5.0,0.4444444444444444,1.0,1,18.0,9.0,0,1.87,2.79,0.67,1.0,5.0,30.0,4.0,0.21,0.78,,,,0.88,2.65,0.25,,,,0
0912,Lisa Keiffer,44.0,Female,LA,Vanuatu,12.0,15.0,4.0,0.3888888888888888,1.0,1,18.0,9.0,0,0.52,1.39,0.38,2.0,4.0,30.0,4.0,0.47,1.75,,,,0.84,2.27,0.5,,,,0
0913,Travis Sampson,33.0,Male,TN,Vanuatu,13.0,12.0,6.0,0.33333333333333337,1.0,1,18.0,9.0,0,0.25,2.06,0.12,3.0,6.0,31.0,4.0,0.7,2.1,,,,0.82,2.35,0.5,,,,0
0914,Brady Finta,33.0,Male,CA,Vanuatu,14.0,10.0,6.0,0.2777777777777778,1.0,1,18.0,9.0,0,0.25,1.77,0.14,0.0,6.0,24.0,3.0,-0.08,0.0,,,,0.06,0.25,-1.0,,,,0
0915,Mia Galeotalanza,29.0,Female,MA,Vanuatu,15.0,7.0,5.0,0.2222222222222222,1.0,1,18.0,9.0,0,0.24,0.49,0.49,0.0,5.0,17.0,2.0,-0.15,0.0,,,,0.34,0.24,-1.0,,,,0
0916,John Palyok,31.0,Male,CA,Vanuatu,16.0,7.0,5.0,0.16666666666666666,1.0,1,18.0,9.0,0,0.25,1.49,0.17,0.0,5.0,17.0,2.0,-0.15,0.0,,,,0.02,0.25,-1.0,,,,0
0917,Dolly Neely,25.0,Female,PA,Vanuatu,17.0,6.0,5.0,0.11111111111111116,1.0,1,18.0,9.0,0,0.24,0.36,0.65,0.0,5.0,9.0,1.0,-0.56,0.0,,,,0.1,0.24,-1.0,,,,0
0918,Brook Geraghty,27.0,Male,MA,Vanuatu,18.0,3.0,5.0,0.05555555555555558,1.0,1,18.0,9.0,0,0.0,0.11,0.0,0.0,5.0,9.0,1.0,-0.56,0.0,,,,-0.56,0.0,-1.0,,,,0
1001,Tom Westman,40.0,Male,NY,Palau,1.0,39.0,0.0,1.0,1.0,2,20.0,10.0,1,6.66,13.6,0.49,6.0,0.0,43.0,7.0,0.86,6.0,6.0,7.0,0.86,2.2,17.81,0.7861904761904762,,,,1
1002,Katie Gallagher,29.0,Female,CA,Palau,2.0,39.0,1.0,0.95,1.0,1,20.0,10.0,1,1.0,13.6,0.07,7.0,1.0,43.0,7.0,1.0,5.6,1.0,7.0,0.14,1.21,7.46,0.7861904761904761,,,,1
1003,Ian Rosenberger,23.0,Male,PA,Palau,3.0,38.0,5.0,0.9,1.0,1,20.0,10.0,0,5.5,13.6,0.4,6.0,4.0,43.0,7.0,0.84,3.0,,,,1.25,8.5,0.8100000000000002,,,,0
1004,Jenn Lyon,32.0,Female,CA,Palau,4.0,37.0,3.0,0.85,1.0,1,20.0,10.0,0,1.35,12.6,0.11,4.0,2.0,40.0,6.0,0.66,3.11,,,,0.75,4.46,0.7533333333333333,,,,0
1005,Caryn Groedel,46.0,Female,OH,Palau,5.0,36.0,7.0,0.8,1.0,1,20.0,10.0,0,1.3,11.6,0.11,4.0,7.0,36.0,5.0,0.76,2.04,,,,0.86,3.33,0.7500000000000001,,,,0
1006,Gregg Carey,27.0,Male,IL,Palau,6.0,33.0,4.0,0.75,1.0,1,20.0,10.0,0,3.0,9.6,0.31,3.0,4.0,31.0,4.0,0.72,2.63,,,,0.98,5.62,0.8,,,,0
1007,Stephenie LaGrossa,24.0,Female,NJ,Palau,7.0,30.0,8.0,0.7,1.0,3,20.0,10.0,0,1.52,8.6,0.18,6.0,8.0,58.0,9.0,0.65,1.56,,,,0.8,3.07,0.6278571428571429,,,,0
1008,Janu Tornell,39.0,Female,NV,Palau,8.0,27.0,1.0,0.65,1.0,1,20.0,10.0,1,1.4,6.6,0.21,1.0,1.0,18.0,2.0,0.22,0.72,,,,0.46,2.12,-1.0,,,,0
1009,Coby Archa,32.0,Male,TX,Palau,9.0,24.0,7.0,0.6,1.0,1,20.0,10.0,0,1.75,5.35,0.33,1.0,7.0,18.0,2.0,0.31,1.27,,,,0.55,3.02,-1.0,,,,0
1010,Bobby Jon Drinkard,27.0,Male,CA,Palau,10.0,21.0,2.0,0.55,1.0,2,20.0,10.0,1,0.52,5.35,0.1,5.0,2.0,42.0,7.0,0.71,3.33,,,,0.78,3.85,0.44904761904761903,,,,0
1011,Ibrehem Rahman,27.0,Male,AL,Palau,11.0,18.0,4.0,0.5,1.0,1,20.0,10.0,0,0.52,3.35,0.15,3.0,4.0,42.0,7.0,0.41,1.5,,,,0.52,2.02,0.3478571428571429,,,,0
1012,James Miller,33.0,Male,AL,Palau,12.0,15.0,7.0,0.45,1.0,1,20.0,10.0,0,0.52,2.68,0.19,4.0,5.0,39.0,6.0,0.65,2.07,,,,0.76,2.59,0.5533333333333333,,,,0
1013,Angie Jakusz,24.0,Female,LA,Palau,13.0,12.0,8.0,0.4,1.0,1,20.0,10.0,0,0.27,2.18,0.12,4.0,6.0,35.0,5.0,0.77,2.24,,,,0.84,2.51,0.59,,,,0
1014,Willard Smith,56.0,Male,WA,Palau,14.0,12.0,8.0,0.35,1.0,1,20.0,10.0,0,0.55,2.18,0.25,0.0,8.0,9.0,1.0,-0.89,0.0,,,,-0.75,0.55,-1.0,,,,0
1015,Kim Mullen,25.0,Female,OH,Palau,15.0,11.0,8.0,0.30000000000000004,1.0,1,20.0,10.0,0,0.27,1.98,0.14,3.0,8.0,30.0,4.0,0.68,1.75,,,,0.76,2.02,0.5,,,,0
1016,Jeff Wilson,21.0,Male,CA,Palau,16.0,8.0,5.0,0.25,1.0,1,20.0,10.0,0,0.27,1.65,0.16,2.0,5.0,24.0,3.0,0.6,2.07,,,,0.76,2.34,-1.0,,,,0
1017,Ashlee Ashby,22.0,Female,SC,Palau,17.0,6.0,6.0,0.2,1.0,1,20.0,10.0,0,0.13,1.36,0.09,1.0,6.0,17.0,2.0,0.32,1.4,,,,0.42,1.53,-1.0,,,,0
1018,Jolanda Jones,38.0,Female,TX,Palau,18.0,3.0,6.0,0.15000000000000002,1.0,1,20.0,10.0,0,1.0,1.11,0.9,0.0,6.0,9.0,1.0,-0.67,0.0,,,,0.23,1.0,-1.0,,,,0
1019,Wanda Shirk,55.0,Female,PA,Palau,19.0,2.0,0.0,0.09999999999999998,1.0,1,20.0,10.0,1,0.0,1.0,0.0,,,,,,,,,,0.0,0.0,-1.0,,,,0
1020,Jonathan Libby,23.0,Male,TX,Palau,20.0,2.0,0.0,0.05000000000000005,1.0,1,20.0,10.0,1,0.0,1.0,0.0,,,,,,,,,,0.0,0.0,-1.0,,,,0
1101,Danni Boatwright,30.0,Female,KS,Guatemala,1.0,39.0,1.0,1.0,1.0,1,18.0,11.0,1,3.35,12.97,0.26,10.0,1.0,79.0,12.0,0.83,4.67,6.0,7.0,0.86,1.95,13.16,0.6595238095238095,,,,1
1102,Stephenie LaGrossa,25.0,Female,NJ,Guatemala,2.0,39.0,2.0,0.9444444444444444,2.0,3,18.0,11.0,1,1.87,13.97,0.13,12.0,2.0,84.0,12.0,1.0,4.67,1.0,7.0,0.14,1.27,7.39,0.6753246753246753,,,,1
1103,Rafe Judkins,22.0,Male,PA,Guatemala,3.0,38.0,2.0,0.8888888888888888,1.0,1,18.0,11.0,0,4.62,13.97,0.33,11.0,2.0,84.0,12.0,0.91,4.28,,,,1.25,8.9,0.6753246753246753,,,,0
1104,Lydia Morales,42.0,Female,WA,Guatemala,4.0,37.0,10.0,0.8333333333333334,1.0,1,18.0,11.0,0,0.25,12.97,0.02,10.0,10.0,81.0,11.0,0.9,1.82,,,,0.92,2.07,0.6419294990723562,,,,0
1105,Cindy Hall,31.0,Female,FL,Guatemala,5.0,36.0,6.0,0.7777777777777778,1.0,1,18.0,11.0,0,3.12,11.97,0.26,6.0,6.0,69.0,9.0,0.66,1.87,,,,0.92,4.99,0.4576530612244897,,,,0
1106,Judd Sergeant,34.0,Male,NJ,Guatemala,6.0,33.0,5.0,0.7222222222222222,1.0,1,18.0,11.0,0,2.37,9.97,0.24,6.0,5.0,64.0,8.0,0.74,2.33,,,,0.98,4.7,0.5787698412698413,,,,0
1107,Gary Hogeboom,46.0,Male,MI,Guatemala,7.0,30.0,8.0,0.6666666666666667,1.0,1,18.0,11.0,0,1.85,7.97,0.23,6.0,8.0,69.0,9.0,0.65,1.56,,,,0.89,3.4,0.5964285714285715,,,,0
1108,Jamie Newton,24.0,Male,CA,Guatemala,8.0,27.0,10.0,0.6111111111111112,1.0,1,18.0,11.0,0,1.62,6.97,0.23,6.0,10.0,59.0,7.0,0.83,1.71,,,,1.07,3.33,0.6238095238095238,,,,0
1109,Bobby Jon Drinkard,28.0,Male,CA,Guatemala,9.0,24.0,8.0,0.5555555555555556,2.0,2,18.0,11.0,0,1.1,4.72,0.23,4.0,8.0,46.0,6.0,0.64,1.56,,,,0.87,2.65,0.8666666666666667,,,,0
1110,Brandon Bellinger,22.0,Male,KS,Guatemala,10.0,21.0,6.0,0.5,1.0,1,18.0,11.0,0,1.1,2.72,0.4,3.0,6.0,37.0,5.0,0.57,1.68,,,,0.97,2.78,0.7833333333333333,,,,0
1111,Amy O'Hara,39.0,Female,MA,Guatemala,11.0,18.0,4.0,0.4444444444444444,1.0,1,18.0,11.0,0,0.6,1.72,0.35,4.0,4.0,35.0,5.0,0.78,2.8,,,,1.12,3.4,0.775,,,,0
1112,Brian Corridan,22.0,Male,NY,Guatemala,12.0,15.0,7.0,0.3888888888888888,1.0,1,18.0,11.0,0,0.4,1.32,0.3,3.0,7.0,30.0,4.0,0.69,1.91,,,,0.99,2.31,0.75,,,,0
1113,Margaret Bobonich,43.0,Female,OH,Guatemala,13.0,15.0,7.0,0.33333333333333337,1.0,1,18.0,11.0,0,0.92,2.32,0.4,1.0,7.0,24.0,3.0,0.24,0.85,,,,0.63,1.77,-1.0,,,,0
1114,Blake Towsley,24.0,Male,TX,Guatemala,14.0,14.0,5.0,0.2777777777777778,1.0,1,18.0,11.0,0,0.9,1.15,0.78,1.0,5.0,16.0,2.0,0.34,1.56,,,,1.12,2.45,-1.0,,,,0
1115,Brooke Struck,25.0,Female,OR,Guatemala,15.0,11.0,5.0,0.2222222222222222,1.0,1,18.0,11.0,0,0.61,0.87,0.71,1.0,5.0,17.0,2.0,0.35,1.56,,,,1.06,2.17,-1.0,,,,0
1116,Brianna Varela,21.0,Female,WA,Guatemala,16.0,8.0,7.0,0.16666666666666666,1.0,1,18.0,11.0,0,0.11,0.72,0.15,1.0,7.0,17.0,2.0,0.29,1.27,,,,0.45,1.38,-1.0,,,,0
1117,Morgan McDevitt,21.0,Female,IL,Guatemala,17.0,6.0,8.0,0.11111111111111116,1.0,1,18.0,11.0,0,0.11,0.47,0.24,0.0,8.0,9.0,1.0,-0.89,0.0,,,,-0.65,0.11,-1.0,,,,0
1118,Jim Lynch,63.0,Male,CO,Guatemala,18.0,3.0,8.0,0.05555555555555558,1.0,1,18.0,11.0,0,0.11,0.22,0.5,0.0,8.0,9.0,1.0,-0.89,0.0,,,,-0.39,0.11,-1.0,,,,0
1201,Aras Baskauskas,24.0,Male,CA,Panama,1.0,39.0,9.0,1.0,1.0,2,16.0,12.0,1,3.27,14.67,0.22,7.0,9.0,59.0,9.0,0.76,1.68,5.0,7.0,0.71,1.7,9.23,0.6976190476190476,,,,1
1202,Danielle DiLorenzo,24.0,Female,FL,Panama,2.0,39.0,4.0,0.9375,1.0,2,16.0,12.0,1,2.26,14.67,0.15,9.0,4.0,59.0,9.0,0.99,3.5,2.0,7.0,0.29,1.43,7.47,0.6369047619047621,,,,1
1203,Terry Deitz,46.0,Male,CT,Panama,3.0,38.0,1.0,0.875,1.0,2,16.0,12.0,0,9.34,14.67,0.64,4.0,1.0,62.0,10.0,0.4,2.24,,,,1.03,11.58,0.6433333333333333,,,,0
1204,Cirie Fields,35.0,Female,SC,Panama,4.0,36.0,3.0,0.8125,1.0,4,16.0,12.0,0,1.71,12.67,0.13,7.0,3.0,60.0,9.0,0.77,3.11,,,,0.91,4.82,0.669047619047619,,,,0
1205,Shane Powers,34.0,Male,CA,Panama,5.0,33.0,9.0,0.75,1.0,1,16.0,12.0,0,1.0,10.67,0.09,4.0,9.0,52.0,7.0,0.55,1.23,,,,0.64,2.23,0.5976190476190475,,,,0
1206,Courtney Marit,31.0,Female,CA,Panama,6.0,30.0,4.0,0.6875,1.0,1,16.0,12.0,0,1.31,8.67,0.15,5.0,4.0,47.0,6.0,0.82,2.92,,,,0.97,4.23,0.6388888888888888,,,,0
1207,Bruce Kanegai,57.0,Male,CA,Panama,7.0,25.0,2.0,0.625,1.0,1,16.0,12.0,1,1.58,7.34,0.22,3.0,2.0,34.0,4.0,0.56,1.29,,,,0.77,2.88,0.75,,,,0
1208,Sally Schumann,27.0,Female,IL,Panama,8.0,24.0,8.0,0.5625,1.0,1,16.0,12.0,0,1.46,6.34,0.23,1.0,8.0,40.0,5.0,0.16,0.47,,,,0.39,1.93,0.775,,,,0
1209,Austin Carty,24.0,Male,NC,Panama,9.0,21.0,7.0,0.5,1.0,1,16.0,12.0,0,1.19,5.09,0.23,3.0,7.0,36.0,5.0,0.56,1.53,,,,0.8,2.72,0.9166666666666666,,,,0
1210,Nick Stanbury,25.0,Male,AZ,Panama,10.0,18.0,6.0,0.4375,1.0,1,16.0,12.0,0,0.69,3.75,0.18,3.0,6.0,27.0,4.0,0.69,2.1,,,,0.88,2.79,1.0,,,,0
1211,Dan Barry,51.0,Male,MA,Panama,11.0,15.0,3.0,0.375,1.0,1,16.0,12.0,0,0.75,2.75,0.27,1.0,3.0,17.0,3.0,0.27,1.33,,,,0.55,2.09,-1.0,,,,0
1212,Bobby Mason,32.0,Male,CA,Panama,12.0,14.0,3.0,0.3125,1.0,1,16.0,12.0,0,0.57,2.55,0.22,1.0,3.0,14.0,2.0,0.39,2.0,,,,0.62,2.57,-1.0,,,,0
1213,Ruth-Marie Milliman,48.0,Female,SC,Panama,13.0,11.0,6.0,0.25,1.0,1,16.0,12.0,0,0.68,2.15,0.31,2.0,6.0,17.0,3.0,0.55,1.87,,,,0.86,2.55,-1.0,,,,0
1214,Misty Giles,24.0,Female,TX,Panama,14.0,8.0,5.0,0.1875,1.0,1,16.0,12.0,0,0.68,1.82,0.37,0.0,5.0,7.0,1.0,-0.71,0.0,,,,-0.34,0.68,-1.0,,,,0
1215,Melinda Hyder,32.0,Female,TN,Panama,15.0,6.0,5.0,0.125,1.0,1,16.0,12.0,0,0.0,1.54,0.0,1.0,5.0,11.0,2.0,0.27,1.56,,,,0.27,1.56,-1.0,,,,0
1216,Tina Scheer,44.0,Female,WI,Panama,16.0,3.0,3.0,0.0625,1.0,1,16.0,12.0,0,0.0,1.25,0.0,0.0,3.0,4.0,1.0,-0.75,0.0,,,,-0.75,0.0,-1.0,,,,0
1301,Yul Kwon,31.0,Male,CA,Cook Islands,1.0,39.0,5.0,1.0,1.0,1,20.0,13.0,1,2.67,10.57,0.23,9.0,5.0,62.0,9.0,0.99,3.11,5.0,9.0,0.56,1.78,8.86,0.5126984126984127,,,,1
1302,Ozzy Lusth,25.0,Male,CA,Cook Islands,2.0,39.0,1.0,0.95,1.0,4,20.0,13.0,1,7.82,10.57,0.74,8.0,1.0,67.0,10.0,0.8,4.48,4.0,9.0,0.44,1.98,14.96,0.4888888888888889,,,,1
1303,Becky Lee,28.0,Female,DC,Cook Islands,3.0,39.0,5.0,0.9,1.0,1,20.0,13.0,1,2.17,10.57,0.21,9.0,5.0,62.0,9.0,0.99,3.11,0.0,9.0,0.0,1.2,5.28,0.5126984126984127,,,,1
1304,Sundra Oakley,31.0,Female,CA,Cook Islands,4.0,38.0,6.0,0.85,1.0,1,20.0,13.0,0,1.58,10.57,0.15,8.0,6.0,67.0,10.0,0.79,2.24,,,,0.95,3.82,0.4888888888888889,,,,0
1305,Adam Gentry,28.0,Male,CA,Cook Islands,5.0,37.0,5.0,0.8,1.0,1,20.0,13.0,0,1.45,9.57,0.15,7.0,5.0,79.0,11.0,0.63,1.98,,,,0.78,3.43,0.5545454545454546,,,,0
1306,Parvati Shallow,23.0,Female,CA,Cook Islands,6.0,36.0,4.0,0.75,1.0,3,20.0,13.0,0,2.2,8.57,0.26,7.0,4.0,74.0,10.0,0.69,2.45,,,,0.94,4.65,0.5727272727272728,,,,0
1307,Jonathan Penner,44.0,Male,CA,Cook Islands,7.0,33.0,15.0,0.7,1.0,3,20.0,13.0,0,1.02,6.57,0.15,8.0,15.0,68.0,9.0,0.86,1.31,,,,1.02,2.33,0.5505952380952381,,,,0
1308,Candice Woodcock,23.0,Female,DC,Cook Islands,8.0,30.0,6.0,0.65,1.0,2,20.0,13.0,0,1.02,4.57,0.22,5.0,6.0,53.0,7.0,0.7,2.0,,,,0.92,3.02,0.5401785714285714,,,,0
1309,Nate Gonzalez,26.0,Male,CA,Cook Islands,9.0,27.0,5.0,0.6,1.0,1,20.0,13.0,0,0.47,3.57,0.13,3.0,5.0,52.0,7.0,0.41,1.33,,,,0.55,1.8,0.6305555555555555,,,,0
1310,Jenny Guzon-Bae,36.0,Female,IL,Cook Islands,10.0,24.0,6.0,0.55,1.0,1,20.0,13.0,0,0.6,2.57,0.23,5.0,6.0,44.0,6.0,0.81,2.33,,,,1.05,2.94,0.7533333333333333,,,,0
1311,Rebecca Borman,34.0,Female,NY,Cook Islands,11.0,24.0,6.0,0.5,1.0,1,20.0,13.0,0,0.47,2.57,0.18,5.0,6.0,43.0,6.0,0.81,2.33,,,,0.99,2.8,0.66,,,,0
1312,Brad Virata,29.0,Male,CA,Cook Islands,12.0,21.0,7.0,0.45,1.0,1,20.0,13.0,0,0.85,2.07,0.41,2.0,7.0,31.0,4.0,0.44,1.27,,,,0.86,2.13,0.5,,,,0
1313,Jessica Smith,27.0,Female,CA,Cook Islands,13.0,18.0,6.0,0.4,1.0,1,20.0,13.0,0,0.82,1.57,0.52,1.0,6.0,23.0,3.0,0.25,0.93,,,,0.77,1.75,-1.0,,,,0
1314,Cristina Coria,35.0,Female,CA,Cook Islands,14.0,15.0,5.0,0.35,1.0,1,20.0,13.0,0,0.34,1.2,0.28,3.0,5.0,28.0,4.0,0.71,2.33,,,,0.98,2.67,-1.0,,,,0
